SimpleMinEltMax,SmythIsectMax,NonincrementalInitialCreationMax,SmythFullSynth,IsectMax,RandomMinEltTotal,NonincrementalComputationTime,SmythInitialCreationTotal,MinifyMax,NonincrementalAcceptsTermMax,SimpleInitialCreationTotal,Test,InitialCreationMax,SimpleAcceptsTermTotal,NonincrementalLoopCount,RandomMinifyTotal,SimpleAcceptsTermMax,NonincrementalMinifyTotal,SmythComputationTime,RandomFullSynthMax,FullSynth,NonincrementalIsectMax,SmythIsectTotal,RandomInitialCreationMax,SimpleInitialCreationMax,SimpleComputationTime,SimpleMinEltTotal,SmythFullSynthMax,SmythMinEltTotal,SmythMinEltMax,NonincrementalMinifyMax,SmythLoopCount,NonincrementalMinEltMax,RandomMinEltMax,SimpleLoopCount,NonincrementalIsectTotal,LoopCount,SimpleIsectTotal,RandomComputationTime,AcceptsTermTotal,MinEltTotal,RandomAcceptsTermMax,NonincrementalMinEltTotal,FullSynthMax,SmythAcceptsTermTotal,SimpleFullSynth,RandomInitialCreationTotal,AcceptsTermMax,IsectTotal,SmythMinifyMax,SimpleMinifyMax,MinEltMax,NonincrementalFullSynth,RandomFullSynth,NonincrementalFullSynthMax,MinifyTotal,RandomIsectTotal,SmythAcceptsTermMax,NonincrementalAcceptsTermTotal,RandomLoopCount,ComputationTime,NonincrementalInitialCreationTotal,SimpleMinifyTotal,RandomMinifyMax,SimpleFullSynthMax,RandomIsectMax,InitialCreationTotal,RandomAcceptsTermTotal,SmythMinifyTotal,SimpleIsectMax,SmythInitialCreationMax
0.84,\incorrect,0,\incorrect,0.06,\incorrect,33.51,\incorrect,0.05,0,0.06,list-fold,0.01,0,6,\incorrect,0,0.67,\incorrect,\incorrect,0.31,0.67,\incorrect,\incorrect,0.01,7.91,0.92,\incorrect,\incorrect,\incorrect,0.63,\na,9.58,\incorrect,6,0.72,6,3.71,\incorrect,0,0.07,\incorrect,9.87,0.18,\incorrect,7.03,\incorrect,0,0.09,\incorrect,0.74,0.04,11.33,\incorrect,11.22,0.10,\incorrect,\incorrect,0,\incorrect,1.21,0.06,2.34,\incorrect,6.27,\incorrect,0.04,\incorrect,\incorrect,1.42,\incorrect
0,0,0,0,0,0,0.30,0,0,0,0,list-hd,0,0,2,0,0,0,0.31,0,0.01,0,0,0,0,0.25,0,0,0,0,0,2,0,0,2,0,2,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.29,0,0,0,0,0,0,0,0,0,0
0,0,0,0.02,0,0.01,0.56,0,0,0,0,list-inc,0,0,3,0.02,0,0,0.70,0.18,0.01,0,0,0.01,0,0.54,0,0.01,0,0,0,2,0,0,3,0,3,0,0.77,0,0,0,0,0,0,0.01,0.18,0,0,0,0,0,0.01,0.23,0,0,0.02,0,0,6,0.55,0,0,0,0,0,0,0,0,0,0
0,0,0,0.02,0,1.25,0.47,0,0,0,0.02,list-last,0,0,3,0.51,0,0,0.57,1.20,0.01,0,0,0.02,0,0.49,0,0.01,0,0,0,5,0,1.02,5,0,3,0.03,2.94,0,0,0,0,0.01,0,0.07,0.30,0,0,0,0,0,0.01,2.47,0.01,0,0.27,0,0,9,0.46,0.01,0.01,0.06,0.04,0.08,0.01,0,0,0.01,0
0,0,0,0.01,0,0,0.42,0,0,0,0.02,list-length,0,0,4,0,0,0,0.47,0.01,0.01,0,0,0,0,0.47,0,0,0,0,0,3,0,0,6,0,4,0.01,0.47,0,0,0,0,0.01,0,0.04,0.01,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,4,0.41,0.01,0.01,0,0.02,0,0.01,0,0,0,0
0.19,\incorrect,0,\incorrect,0,0.01,0.85,\incorrect,0,0,0.10,list-map,0,0,4,0.03,0,0.02,\incorrect,0.03,0.12,0.01,\incorrect,0,0.01,5.45,0.28,\incorrect,\incorrect,\incorrect,0,\na,0,0,8,0.02,4,2.75,0.81,0,0.01,0,0.02,0.04,\incorrect,4.69,0.02,0,0.02,\incorrect,0.43,0,0.12,0.09,0.04,0.02,0.03,\incorrect,0,6,0.82,0.06,1.56,0,3.56,0.01,0.06,0,\incorrect,0.82,\incorrect
0,0,0,0.05,0.01,0.36,0.53,0,0,0,0.02,list-nth,0,0,7,0.98,0,0.01,0.59,0.69,0.08,0.01,0,0.01,0,0.50,0,0.02,0,0,0,5,0.01,0.09,6,0.02,7,0.02,2.86,0,0.01,0,0.02,0.04,0,0.05,0.15,0,0.01,0,0,0.01,0.11,2.40,0.06,0.02,0.62,0,0,18,0.51,0.04,0.01,0.06,0.03,0.17,0.02,0,0,0,0
\incorrect,\incorrect,0.01,\incorrect,0.01,0.01,0.53,\incorrect,0,0,\incorrect,list-pairwise-swap,0,\incorrect,6,0.04,\incorrect,0.01,\incorrect,0.27,0.08,0,\incorrect,0.01,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0,\na,0.01,0,\incorrect,0.01,6,\incorrect,0.82,0,0.02,0,0.02,0.03,\incorrect,\incorrect,0.26,0,0.01,\incorrect,\incorrect,0.01,0.09,0.37,0.04,0.01,0.02,\incorrect,0,8,0.53,0.03,\incorrect,0,\incorrect,0.01,0.03,0,\incorrect,\incorrect,\incorrect
\incorrect,\incorrect,0.63,\incorrect,0.10,\incorrect,14.45,\incorrect,0.08,0,\incorrect,list-rev-append,0.65,\incorrect,5,\incorrect,\incorrect,0.30,\incorrect,\incorrect,13.54,0.12,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0.07,\na,2.82,\incorrect,\incorrect,0.49,5,\incorrect,\incorrect,0,11.36,\incorrect,11.22,11.39,\incorrect,\incorrect,\incorrect,0,0.48,\incorrect,\incorrect,2.85,13.37,\incorrect,11.26,0.35,\incorrect,\incorrect,0,\incorrect,14.55,0.95,\incorrect,\incorrect,\incorrect,\incorrect,0.99,\incorrect,\incorrect,\incorrect,\incorrect
0,\incorrect,0.02,\incorrect,0,0.01,0.93,\incorrect,0,0,0.03,list-rev-fold,0.02,0,2,0,0,0,\incorrect,0.04,0.03,0,\incorrect,0.02,0.02,0.91,0,\incorrect,\incorrect,\incorrect,0,\na,0,0.01,2,0,2,0,21.28,0,0,0,0,0.03,\incorrect,0.03,0.02,0,0,\incorrect,0,0,0.04,0.04,0.03,0,0,\incorrect,0,2,1,0.03,0,0,0.03,0,0.02,0,\incorrect,0,\incorrect
0.06,\incorrect,0.02,\incorrect,0.04,\incorrect,7.66,\incorrect,0.03,0,0.05,list-rev-snoc,0.02,0,4,\incorrect,0,0.04,\incorrect,\incorrect,5.92,0.04,\incorrect,\incorrect,0.02,1.86,0.07,\incorrect,\incorrect,\incorrect,0.03,\na,6.29,\incorrect,4,0.05,4,0.43,\incorrect,0,5.79,\incorrect,6.30,5.88,\incorrect,0.77,\incorrect,0,0.05,\incorrect,0.10,5.78,6.44,\incorrect,6.41,0.03,\incorrect,\incorrect,0,\incorrect,6.94,0.06,0.23,\incorrect,0.73,\incorrect,0.05,\incorrect,\incorrect,0.20,\incorrect
\incorrect,0,\incorrect,0.05,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,\incorrect,list-rev-tailcall,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0.68,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,\incorrect,\incorrect,0.01,0,0,\incorrect,9,\incorrect,\incorrect,\incorrect,\incorrect,\na,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0,\incorrect,0
\incorrect,0,0.01,0.04,0,0.99,0.63,0,0,0,\incorrect,list-snoc,0.01,\incorrect,3,1,\incorrect,0.01,0.68,1.85,0.08,0,0,0.05,\incorrect,\incorrect,\incorrect,0.01,0,0,0,7,0,0.36,\incorrect,0,3,\incorrect,3.93,0,0.01,0,0.01,0.07,0,\incorrect,0.19,0,0,0,\incorrect,0,0.13,3.23,0.09,0.01,0.89,0,0,13,0.62,0.11,\incorrect,0.29,\incorrect,0.48,0.07,0,0,\incorrect,0
0.07,0,0.01,0.05,0.11,\incorrect,2.16,0,0.07,0,0.07,list-sort-sorted-insert,0.01,0,5,\incorrect,0,0.10,1.98,\incorrect,0.46,0.12,0,\incorrect,0.01,2.48,0.08,0.01,0,0,0.07,6,0.13,\incorrect,5,0.16,5,0.38,\incorrect,0,0.15,\incorrect,0.18,0.36,0,0.75,\incorrect,0,0.14,0,0.07,0.13,0.51,\incorrect,0.41,0.13,\incorrect,0,0,\incorrect,2.12,0.06,0.22,\incorrect,0.60,\incorrect,0.04,\incorrect,0,0.14,0
\incorrect,0,0.01,13,0.09,\incorrect,1.48,0,0.04,0,\incorrect,list-sorted-insert,0.01,\incorrect,6,\incorrect,\incorrect,0.07,14.22,\incorrect,0.56,0.08,0,\incorrect,\incorrect,\incorrect,\incorrect,2.41,0,0,0.03,12,0.07,\incorrect,\incorrect,0.18,6,\incorrect,\incorrect,0,0.12,\incorrect,0.12,0.26,0,\incorrect,\incorrect,0,0.19,0,\incorrect,0.08,0.54,\incorrect,0.27,0.12,\incorrect,0,0,\incorrect,1.57,0.16,\incorrect,\incorrect,\incorrect,\incorrect,0.12,\incorrect,0,\incorrect,0
0,0,0.12,0.01,0,0,1.37,0,0,0,0.90,list-stutter,0.12,0,3,0,0,0,0.59,0.87,0.89,0,0,0.12,0.12,1.42,0,0,0,0,0,4,0,0,3,0,3,0,1.40,0,0,0,0,0.86,0,0.90,0.91,0,0,0,0,0,0.90,0.91,0.87,0,0,0,0,3,1.42,0.90,0,0,0.87,0,0.88,0,0,0,0
0,0,0.01,0.04,0,0,1.03,0,0,0,0.01,list-sum,0.01,0,2,0.01,0,0,1.02,0.02,0.01,0,0,0.01,0,1,0,0.02,0,0,0,2,0,0,2,0,2,0,1.07,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0,0.02,0.03,0.01,0,0.01,0,0,3,1.03,0.01,0,0,0.01,0.01,0.01,0,0,0,0
0.04,0,0.01,0.07,0.07,\incorrect,9.81,0,0.05,0,0.09,list-take,0.01,0,9,\incorrect,0,1.28,0.63,\incorrect,16.66,0.09,0,\incorrect,0,1.40,0.11,0.02,0,0,0.07,7,0.20,\incorrect,10,1.73,9,0.49,\incorrect,0,5.40,\incorrect,3.28,12.67,0,0.96,\incorrect,0,3.51,0,0.03,0.14,9.33,\incorrect,8.09,2.47,\incorrect,0,0,\incorrect,17.12,1.74,0.25,\incorrect,0.48,\incorrect,3.27,\incorrect,0,0.07,0
0,0,0,0,0,0,0.28,0,0,0,0.01,list-tl,0,0,2,0,0,0,0.27,0,0.01,0,0,0,0,0.31,0,0,0,0,0,2,0,0,2,0,2,0,0.30,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0,0,3,0.31,0,0,0,0,0,0,0,0,0,0
0,0,0,0.02,0,0,0.14,0,0,0,0.02,nat-add,0,0,6,0.01,0,0,0.13,0.01,0.03,0,0,0,0,0.13,0,0,0,0,0,6,0,0,6,0.01,6,0.01,0.14,0,0,0,0.01,0.01,0,0.04,0.01,0,0.01,0,0,0,0.04,0.03,0.01,0.01,0,0,0,6,0.12,0.02,0.01,0,0.02,0,0.01,0,0,0,0
0,0,0,0.01,0,0,0.05,0,0,0,0,nat-iseven,0,0,4,0,0,0,0.04,0,0.01,0,0,0,0,0.05,0,0,0,0,0,4,0,0,4,0,4,0,0.04,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,3,0.03,0,0,0,0,0,0,0,0,0,0
0.88,0,0.05,0.10,0.51,\incorrect,7.32,0,0.36,0,0.11,nat-max,0.01,0,5,\incorrect,0,1.01,0.24,\incorrect,2.21,0.50,0,\incorrect,0,24.60,3.23,0.04,0,0,0.35,7,1.08,\incorrect,8,1.64,5,13.67,\incorrect,0,1.19,\incorrect,3.12,2.11,0,24.48,\incorrect,0,0.55,0,1.18,1.18,7.23,\incorrect,7.11,0.44,\incorrect,0,0,\incorrect,2.28,0.24,7.47,\incorrect,10.91,\incorrect,0.03,\incorrect,0,2.27,0
0,0,0,0,0,0,0.05,0,0,0,0,nat-pred,0,0,2,0,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0,2,0,0,2,0,2,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,2,0.03,0,0,0,0,0,0,0,0,0,0
\incorrect,\incorrect,0.24,\incorrect,0.78,\incorrect,18.95,\incorrect,0.42,0,\incorrect,tree-binsert,0.26,\incorrect,8,\incorrect,\incorrect,0.48,\incorrect,\incorrect,11.90,0.44,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0.19,\na,2.64,\incorrect,\incorrect,1.06,8,\incorrect,\incorrect,0,7.72,\incorrect,5.42,6.96,\incorrect,\incorrect,\incorrect,0,1.33,\incorrect,\incorrect,4.26,7.95,\incorrect,3.91,2.21,\incorrect,\incorrect,0,\incorrect,22.10,0.92,\incorrect,\incorrect,\incorrect,\incorrect,0.51,\incorrect,\incorrect,\incorrect,\incorrect
0.07,0,0.11,0.07,0.11,\incorrect,9.13,0,0.10,0,0.07,tree-collect-leaves,0.11,0,5,\incorrect,0,0.11,8.29,\incorrect,0.94,0.11,0,\incorrect,0.02,8.81,0.08,0.04,0,0,0.10,5,0.49,\incorrect,4,0.12,5,0.33,\incorrect,0,0.51,\incorrect,0.51,0.91,0,0.72,\incorrect,0,0.12,0,0.11,0.49,0.93,\incorrect,0.90,0.12,\incorrect,0,0,\incorrect,9.09,0.18,0.24,\incorrect,0.70,\incorrect,0.18,\incorrect,0,0.14,0
0.08,0,0,0.38,0.12,24.43,9.03,0,0.10,0,0.02,tree-count-leaves,0,0,4,9.97,0,0.10,8.63,49.13,0.57,0.12,0,0,0,8.76,0.08,0.36,0,0,0.10,4,0.29,23.98,4,0.13,4,0.33,58.95,0,0.32,0,0.32,0.54,0,0.64,0.02,0,0.13,0,0.10,0.30,0.58,49.84,0.54,0.11,15.38,0,0,5,23.57,0.02,0.21,9.48,0.61,15.24,0.01,0,0,0.17,0
\incorrect,0,0,0.07,0.01,\incorrect,8.18,0,0.01,0,\incorrect,tree-count-nodes,0,\incorrect,4,\incorrect,\incorrect,0.01,8.25,\incorrect,0.07,0.01,0,\incorrect,\incorrect,\incorrect,\incorrect,0.05,0,0,0.01,4,0.02,\incorrect,\incorrect,0.02,4,\incorrect,\incorrect,0,0.02,\incorrect,0.02,0.05,0,\incorrect,\incorrect,0,0.01,0,\incorrect,0.02,0.07,\incorrect,0.05,0.01,\incorrect,0,0,\incorrect,8.48,0.02,\incorrect,\incorrect,\incorrect,\incorrect,0.01,\incorrect,0,\incorrect,0
0.04,0,0.07,0.11,0.17,\incorrect,12.79,0,0.02,0,0.15,tree-inorder,0.07,0,5,\incorrect,0,0.04,11.72,\incorrect,0.46,0.16,0,\incorrect,0.07,12.81,0.04,0.04,0,0,0.03,6,0.04,\incorrect,5,0.18,5,0.22,\incorrect,0,0.08,\incorrect,0.07,0.44,0,0.49,\incorrect,0,0.20,0,0.04,0.05,0.44,\incorrect,0.42,0.04,\incorrect,0,0,\incorrect,13.98,0.14,0.08,\incorrect,0.46,\incorrect,0.14,\incorrect,0,0.08,0
0,\incorrect,0.01,\incorrect,0.01,0.19,8.50,\incorrect,0,0,0.04,tree-map,0.01,0,5,2.81,0,0.01,\incorrect,2.22,0.08,0,\incorrect,0.01,0.01,8.79,0.01,\incorrect,\incorrect,\incorrect,0,\na,0,0.06,5,0.01,5,0.03,13.04,0,0.01,0,0.01,0.03,\incorrect,0.10,0.05,0,0.02,\incorrect,0,0.01,0.10,4.34,0.04,0.02,1.11,\incorrect,0,11,8.98,0.06,0.01,0.19,0.05,0.54,0.02,0,\incorrect,0.01,\incorrect
\incorrect,0,\incorrect,20.72,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,\incorrect,tree-nodes-at-level,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,26.75,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,\incorrect,\incorrect,13.27,0,0,\incorrect,5,\incorrect,\incorrect,\incorrect,\incorrect,\na,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,\incorrect,0,\incorrect,0
0.55,\incorrect,0.12,\incorrect,3.94,3.47,15.46,\incorrect,0.94,0,0.33,tree-postorder,0.12,0,8,7.81,0,0.23,\incorrect,27.50,8.18,0.46,\incorrect,0.15,0.12,25.29,0.64,\incorrect,\incorrect,\incorrect,0.06,\na,0.11,2.82,7,1.37,8,9.40,50.75,0,1.82,0,0.43,6.92,\incorrect,12.17,0.46,0,4.56,\incorrect,0.39,1.62,2.75,34.69,1.13,1.39,22.67,\incorrect,0,11,21.94,0.66,1.80,3,11.42,18.37,0.36,0,\incorrect,3.54,\incorrect
1.98,0,3.17,0.07,0,26.91,18.11,0,0,0,3.35,tree-preorder,0,0,5,2.59,0,0.03,11.89,29.53,0.02,0.02,0,0.60,3.25,80.01,1.99,0.04,0,0,0.01,5,0.01,26.18,5,0.03,4,41.36,52.44,0,0,0,0.02,0.01,0,65.28,1.16,0,0,0,6.40,0,3.39,37.04,3.36,0,6.26,0,0,9,11.72,3.29,18.59,1,65.25,2.92,0.01,0,0,19.15,0
